ID,AGE,GENDER,DRIVING_EXPERIENCE,INCOME,CREDIT_SCORE,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,POSTAL_CODE,ANNUAL_MILEAGE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,OUTCOME,Vehicle t ype,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,,,air bag
105163,40-64,male,20-29y,working class,,1,before 2015,1,1,32765,10000,5,0,1,0,Sedan,40.76734,-73.96868,"(40.76734, -73.96868)",MADISON AVENUE,EAST 65 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,1
94766,16-25,female,0-9y,working class,0.356589006,0,before 2015,0,1,10238,14000,0,0,0,1,Sedan,40.662582,-73.96291,"(40.662582, -73.96291)",,,15        OCEAN AVENUE,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,,,1
792223,26-39,female,10-19y,middle class,0.434664192,1,before 2015,1,1,32765,,3,0,1,0,Station Wagon/Sport Utility Vehicle,40.8827,-73.89273,"(40.8827, -73.89273)",VANCORTLANDT AVENUE WEST,SEDGWICK AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,,,1
487130,65+,female,30y+,upper class,0.555659816,0,before 2015,1,1,10238,7000,1,0,1,0,Pick-up Truck,40.75604,-73.99066,"(40.75604, -73.99066)",,,620       8 AVENUE,1,0,0,0,0,0,0,0,Passenger Distraction,,,1
553435,26-39,male,10-19y,middle class,0.54756255,1,before 2015,1,0,10238,12000,1,1,1,0,Station Wagon/Sport Utility Vehicle,40.896526,-73.855644,"(40.896526, -73.855644)",,,4332      WHITE PLAINS ROAD,0,0,0,0,0,0,0,0,Unspecified,,,1
782647,16-25,male,0-9y,working class,,1,before 2015,0,1,10238,,0,0,0,0,Sedan,40.89505,-73.88489,"(40.89505, -73.88489)",MOSHOLU PARKWAY,,,0,0,0,0,0,0,0,0,Unspecified,,,1
537205,26-39,female,10-19y,poverty,0.298974286,0,before 2015,0,1,10238,12000,0,0,1,0,Station Wagon/Sport Utility Vehicle,40.605675,-73.966965,"(40.605675, -73.966965)",KINGS HIGHWAY,OCEAN PARKWAY,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,,,1
948344,26-39,male,10-19y,working class,,1,before 2015,0,1,32765,9000,4,1,3,0,Sedan,40.84193,-73.88582,"(40.84193, -73.88582)",SOUTHERN BOULEVARD,ELSMERE PLACE,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,1
648678,16-25,female,0-9y,poverty,0.436473841,1,before 2015,1,1,10238,12000,0,0,0,0,Sedan,40.69239,-73.79623,"(40.69239, -73.79623)",,,154-47    109 AVENUE,4,0,0,0,0,0,4,0,Brakes Defective,,,1
726139,65+,female,30y+,upper class,0.710358,1,before 2015,1,1,10238,13000,0,0,4,0,Sedan,40.6771,-73.92479,"(40.6771, -73.92479)",ATLANTIC AVENUE,BUFFALO AVENUE,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,,,1
920924,40-64,male,20-29y,middle class,0.567909244,1,before 2015,0,0,10238,18000,2,0,1,0,Sedan,40.836124,-73.88987,"(40.836124, -73.88987)",EAST 173 STREET,BOSTON ROAD,,0,0,0,0,0,0,0,0,Unspecified,,,1
668589,16-25,male,0-9y,working class,0.330943392,1,before 2015,0,0,10238,15000,0,0,0,0,Pick-up Truck,,,,VANWYCK EXPRESSWAY,,,1,0,1,0,0,0,0,0,Unspecified,,,1
34516,26-39,male,10-19y,poverty,0.251388176,0,before 2015,0,0,10238,,0,0,0,1,Sedan,40.888454,-73.84197,"(40.888454, -73.84197)",BAYCHESTER AVENUE,GRENADA PLACE,,0,0,0,0,0,0,0,0,Unsafe Speed,,,1
321160,65+,female,0-9y,upper class,0.594566426,1,after 2015,0,1,10238,13000,0,0,0,0,Sedan,40.72588,-73.941696,"(40.72588, -73.941696)",NASSAU AVENUE,KINGSLAND AVENUE,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,,,1
537983,16-25,female,0-9y,working class,0.398508074,1,before 2015,1,0,10238,11000,0,0,0,0,Sedan,40.71889,-73.903175,"(40.71889, -73.903175)",,,58-59     61 STREET,0,0,0,0,0,0,0,0,Driverless/Runaway Vehicle,,,1
494066,26-39,male,10-19y,working class,0.366996157,0,before 2015,1,0,10238,,1,0,4,1,Sedan,40.75839,-73.91365,"(40.75839, -73.91365)",,,45-19     NEWTOWN ROAD,0,0,0,0,0,0,0,0,Unspecified,,,1
255774,40-64,female,20-29y,middle class,0.41012606,1,before 2015,1,1,10238,11000,0,1,2,0,Sedan,40.613995,-73.99538,"(40.613995, -73.99538)",18 AVENUE,,,0,0,0,0,0,0,0,0,Passing Too Closely,,,1
747616,26-39,female,10-19y,working class,0.430181857,1,before 2015,1,1,10238,13000,0,0,0,0,Station Wagon/Sport Utility Vehicle,40.829502,-73.87462,"(40.829502, -73.87462)",MORRISON AVENUE,WESTCHESTER AVENUE,,1,0,0,0,1,0,0,0,Unspecified,,,1
391939,40-64,male,20-29y,middle class,0.520280089,1,before 2015,1,1,32765,10000,6,0,0,0,Sedan,40.62427,-73.99255,"(40.62427, -73.99255)",16 AVENUE,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,1
527636,40-64,male,20-29y,middle class,0.403580962,0,before 2015,0,1,32765,8000,7,0,1,1,Sedan,40.818592,-73.935905,"(40.818592, -73.935905)",,,58        WEST 143 STREET,0,0,0,0,0,0,0,0,Unspecified,,,1
20455,40-64,female,10-19y,upper class,0.728514609,1,before 2015,1,1,32765,,1,0,0,0,Sedan,40.691948,-73.93983,"(40.691948, -73.93983)",MARCUS GARVEY BOULEVARD,KOSCIUSZKO STREET,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,1
567014,40-64,male,20-29y,upper class,0.681105903,0,before 2015,1,1,10238,10000,5,2,3,0,Sedan,40.661587,-73.74033,"(40.661587, -73.74033)",241 STREET,CANEY ROAD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,1
76473,26-39,female,0-9y,upper class,0.589536227,0,before 2015,1,0,32765,10000,0,0,0,0,Station Wagon/Sport Utility Vehicle,,,,,,642       GATEWAY DRIVE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,1
110130,65+,female,10-19y,upper class,0.657106391,1,before 2015,0,1,10238,,0,0,0,1,Station Wagon/Sport Utility Vehicle,40.531918,-74.19175,"(40.531918, -74.19175)",HUGUENOT AVENUE,,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,,,1
629221,65+,male,30y+,upper class,0.730909698,1,before 2015,1,1,10238,9000,7,0,4,0,Sedan,40.761444,-73.87602,"(40.761444, -73.87602)",30 AVENUE,93 STREET,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,,,1
489949,65+,female,10-19y,upper class,0.69211252,1,before 2015,1,1,10238,13000,0,0,0,0,Bike,40.659042,-73.89099,"(40.659042, -73.89099)",,,765       PENNSYLVANIA AVENUE,0,0,0,0,0,0,0,0,Unspecified,,,1
270914,16-25,female,0-9y,poverty,,0,before 2015,0,0,10238,19000,0,0,0,1,Taxi,40.749866,-73.86273,"(40.749866, -73.86273)",NATIONAL STREET,ROOSEVELT AVENUE,,1,0,0,0,1,0,0,0,Backing Unsafely,,,1
598852,26-39,male,0-9y,upper class,0.613904998,1,before 2015,0,1,10238,10000,0,0,0,1,Station Wagon/Sport Utility Vehicle,40.629707,-73.90486,"(40.629707, -73.90486)",AVENUE M,EAST 80 STREET,,2,0,0,0,0,0,2,0,Following Too Closely,,,1
621643,40-64,male,10-19y,upper class,0.620612665,1,before 2015,1,0,32765,10000,0,1,1,1,Motorscooter,40.75596,-73.99814,"(40.75596, -73.99814)",,,466       10 AVENUE,0,0,0,0,0,0,0,0,Backing Unsafely,,,1
981429,26-39,female,10-19y,working class,0.609764896,1,before 2015,1,1,10238,8000,0,1,1,0,Sedan,40.722977,-73.97992,"(40.722977, -73.97992)",,,642       EAST 5 STREET,0,0,0,0,0,0,0,0,Backing Unsafely,,,1
871231,40-64,female,0-9y,middle class,0.563270377,1,before 2015,0,0,10238,13000,0,0,0,0,Station Wagon/Sport Utility Vehicle,40.60981,-73.92251,"(40.60981, -73.92251)",FLATBUSH AVENUE,AVENUE U,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,1
195743,16-25,female,0-9y,poverty,0.46330278,0,before 2015,0,0,10238,17000,0,0,0,1,Bus,40.749165,-73.98841,"(40.749165, -73.98841)",,,54        WEST 33 STREET,1,0,0,0,1,0,0,0,Passing Too Closely,,,1
638512,16-25,female,0-9y,poverty,0.345542193,1,before 2015,0,0,10238,19000,0,0,0,1,Bike,40.71042,-73.85964,"(40.71042, -73.85964)",WOODHAVEN BOULEVARD,73 AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,,,1
689147,40-64,female,20-29y,upper class,0.789827376,1,after 2015,1,1,32765,10000,6,0,0,0,Sedan,40.669228,-73.9556,"(40.669228, -73.9556)",BEDFORD AVENUE,UNION STREET,,1,0,0,0,1,0,0,0,Traffic Control Disregarded,,,1
440095,40-64,male,20-29y,middle class,0.715973964,1,after 2015,1,1,10238,7000,3,0,4,0,Pick-up Truck,40.88742,-73.89449,"(40.88742, -73.89449)",MAJOR DEEGAN EXPRESSWAY,,,1,0,0,0,0,0,1,0,Unspecified,,,1
332804,40-64,female,0-9y,upper class,0.670673498,1,after 2015,1,1,10238,10000,0,0,0,0,Station Wagon/Sport Utility Vehicle,40.71181,-73.78785,"(40.71181, -73.78785)",HILLSIDE AVENUE,,,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,,,1
954342,40-64,female,0-9y,upper class,,1,before 2015,1,1,10238,13000,0,0,0,0,Sedan,40.66917,-73.98631,"(40.66917, -73.98631)",9 STREET,5 AVENUE,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,1
165678,65+,male,20-29y,upper class,0.646522279,1,before 2015,1,1,10238,12000,4,0,4,0,Sedan,40.762276,-73.89132,"(40.762276, -73.89132)",,,25-21     77 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,1
864206,16-25,female,0-9y,poverty,0.468177122,0,before 2015,0,0,10238,12000,0,0,0,1,Bus,40.609417,-73.9677,"(40.609417, -73.9677)",OCEAN PARKWAY,AVENUE P,,0,0,0,0,0,0,0,0,Unspecified,,,1
809136,26-39,female,10-19y,working class,0.382457896,1,before 2015,0,0,10238,14000,0,0,5,0,Sedan,40.628185,-74.14792,"(40.628185, -74.14792)",DIXON AVENUE,MORNINGSTAR ROAD,,0,0,0,0,0,0,0,0,Unspecified,,,1
645189,40-64,male,20-29y,upper class,0.686856119,1,after 2015,1,1,10238,12000,4,1,2,0,Sedan,40.576504,-74.1037,"(40.576504, -74.1037)",HYLAN BOULEVARD,LINCOLN AVENUE,,1,0,0,0,0,0,1,0,Unspecified,,,1
995529,40-64,female,0-9y,upper class,,1,after 2015,1,1,10238,10000,0,0,0,0,Sedan,40.830837,-73.8987,"(40.830837, -73.8987)",RITTER PLACE,UNION AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,1
945524,40-64,female,0-9y,upper class,0.53959278,1,after 2015,0,1,10238,13000,0,0,0,0,Station Wagon/Sport Utility Vehicle,40.595707,-73.965065,"(40.595707, -73.965065)",OCEAN PARKWAY,,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,,,1
876329,26-39,male,10-19y,upper class,0.472677407,1,after 2015,1,1,10238,,3,0,1,0,Sedan,40.77039,-73.91771,"(40.77039, -73.91771)",HOYT AVENUE SOUTH,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,1
230845,40-64,female,20-29y,upper class,0.587048708,1,before 2015,1,1,32765,9000,3,0,1,0,Station Wagon/Sport Utility Vehicle,40.82138,-73.852264,"(40.82138, -73.852264)",,,2097      HOMER AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,1
564949,65+,female,30y+,upper class,0.671187248,1,before 2015,1,1,10238,,7,0,2,0,Sedan,40.606297,-73.99791,"(40.606297, -73.99791)",,,1965      84 STREET,0,0,0,0,0,0,0,0,Unspecified,,,1
414658,16-25,female,0-9y,middle class,0.554470838,1,before 2015,1,1,32765,6000,0,0,0,1,Sedan,,,,EAST 25 STREET,FDR DRIVE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,1
88713,26-39,female,10-19y,middle class,,1,before 2015,0,1,10238,13000,1,0,0,0,Sedan,40.636784,-74.018974,"(40.636784, -74.018974)",5 AVENUE,65 STREET,,2,0,0,0,0,0,2,0,Unspecified,,,1
599432,26-39,female,10-19y,upper class,0.477523513,1,before 2015,1,0,10238,12000,1,0,1,0,Sedan,40.654205,-73.910576,"(40.654205, -73.910576)",,,1335      LINDEN BOULEVARD,1,0,0,0,0,0,0,0,Unspecified,,,1
196636,40-64,female,20-29y,upper class,0.661171058,1,before 2015,0,0,10238,14000,2,0,2,0,Sedan,,,,Roosevelt drive & DELANCEY STREE,,,0,0,0,0,0,0,0,0,Unspecified,,,1
458531,40-64,male,10-19y,working class,0.32999588,0,before 2015,0,0,32765,,9,0,2,1,Sedan,,,,WEST 174 STREET,UNIVERSITY AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,1
509738,26-39,male,0-9y,upper class,0.456225049,1,after 2015,0,1,10238,13000,0,0,0,0,Sedan,40.641735,-73.95442,"(40.641735, -73.95442)",,,2532      BEDFORD AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,1
179788,65+,male,30y+,upper class,0.478057309,1,after 2015,1,1,10238,15000,5,1,1,0,Sedan,,,,BROOKLYN QUEENS EXPRESSWAY RAMP,,,0,0,0,0,0,0,0,0,Unspecified,,,1
618987,26-39,male,10-19y,working class,0.390847395,1,before 2015,1,0,10238,15000,0,0,2,1,Station Wagon/Sport Utility Vehicle,40.69475,-73.75118,"(40.69475, -73.75118)",,,201-03    LINDEN BOULEVARD,0,0,0,0,0,0,0,0,Unspecified,,,1
802092,40-64,male,20-29y,working class,0.246419585,1,after 2015,1,0,10238,11000,2,1,3,0,Bike,40.60307,-74.01667,"(40.60307, -74.01667)",BELT PARKWAY,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,1
744204,16-25,male,0-9y,poverty,0.206291728,0,before 2015,0,1,10238,14000,0,0,0,1,Sedan,40.724808,-73.91053,"(40.724808, -73.91053)",,,58-64     MAURICE AVENUE,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,,,1
499008,65+,male,30y+,upper class,0.617116574,1,after 2015,1,1,10238,8000,6,0,10,0,Station Wagon/Sport Utility Vehicle,,,,WEST 155 STREET,HARLEM RIVER DRIVE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,,,1
958783,65+,female,0-9y,upper class,,1,before 2015,1,1,10238,11000,0,0,0,0,Station Wagon/Sport Utility Vehicle,40.78642,-73.978065,"(40.78642, -73.978065)",BROADWAY,WEST 83 STREET,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,1
707945,65+,female,0-9y,middle class,0.587737348,1,after 2015,0,1,32765,9000,0,0,0,0,Sedan,40.651863,-73.86536,"(40.651863, -73.86536)",BELT PARKWAY,,,0,0,0,0,0,0,0,0,Other Vehicular,,,1
486308,40-64,female,20-29y,middle class,,1,before 2015,1,1,10238,10000,1,1,2,0,Sedan,40.88489,-73.86437,"(40.88489, -73.86437)",,,624       EAST 220 STREET,0,0,0,0,0,0,0,0,Unspecified,,,1
741144,26-39,male,10-19y,poverty,,0,before 2015,0,1,10238,16000,3,0,1,0,Taxi,40.795956,-73.97083,"(40.795956, -73.97083)",BROADWAY,,,1,0,0,0,1,0,0,0,Traffic Control Disregarded,,,1
963286,65+,male,30y+,upper class,0.577594779,1,after 2015,1,1,10238,12000,3,1,2,0,Station Wagon/Sport Utility Vehicle,40.787792,-73.97123,"(40.787792, -73.97123)",WEST 88 STREET,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,,,1
812722,65+,female,30y+,upper class,0.646972073,1,before 2015,1,0,10238,11000,0,2,0,0,Station Wagon/Sport Utility Vehicle,40.78029,-73.94386,"(40.78029, -73.94386)",FDR DRIVE,,,2,0,0,0,0,0,2,0,Following Too Closely,,,1
674516,16-25,female,0-9y,working class,,1,before 2015,1,0,10238,,0,0,0,0,Station Wagon/Sport Utility Vehicle,40.69335,-73.934135,"(40.69335, -73.934135)",STUYVESANT AVENUE,DE KALB AVENUE,,0,0,0,0,0,0,0,0,Alcohol Involvement,,,1
773115,26-39,female,0-9y,upper class,0.55129236,1,before 2015,0,1,10238,10000,0,0,0,0,Sedan,40.732822,-73.95205,"(40.732822, -73.95205)",,,306       MC GUINNESS BOULEVARD,0,0,0,0,0,0,0,0,Cell Phone (hand-Held),,,1
960136,16-25,female,0-9y,middle class,0.539064793,0,before 2015,0,0,10238,15000,0,0,0,1,Sedan,40.719116,-73.99146,"(40.719116, -73.99146)",,,140       ELDRIDGE STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,1
647213,40-64,female,20-29y,upper class,0.701550421,1,after 2015,1,1,10238,10000,1,0,0,0,Bus,40.817226,-73.94231,"(40.817226, -73.94231)",7 AVENUE,,,2,0,0,0,0,0,2,0,Other Vehicular,,,1
205892,40-64,female,10-19y,upper class,0.594335102,1,before 2015,1,1,32765,5000,1,0,0,0,Station Wagon/Sport Utility Vehicle,,,,BROOKLYN BATTERY TUNNEL,,,1,0,0,0,0,0,1,0,Passing or Lane Usage Improper,,,1
267032,40-64,male,20-29y,upper class,0.585104297,1,after 2015,1,1,10238,10000,2,0,6,0,Station Wagon/Sport Utility Vehicle,40.72634,-73.76508,"(40.72634, -73.76508)",GRAND CENTRAL PKWY,,,1,0,0,0,0,0,1,0,Following Too Closely,,,1
861693,65+,female,10-19y,upper class,,1,before 2015,1,1,10238,12000,0,0,0,0,Convertible,40.72165,-73.94196,"(40.72165, -73.94196)",MEEKER AVENUE,MONITOR STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,,,1
27276,40-64,female,20-29y,upper class,0.725625592,1,after 2015,1,1,32765,5000,2,0,0,0,Station Wagon/Sport Utility Vehicle,40.803593,-73.919785,"(40.803593, -73.919785)",BRUCKNER BOULEVARD,SAINT ANNS AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,1
531131,40-64,female,0-9y,upper class,0.62824356,1,before 2015,0,1,92101,12000,0,0,0,1,Station Wagon/Sport Utility Vehicle,40.651733,-73.93039,"(40.651733, -73.93039)",CHURCH AVENUE,UTICA AVENUE,,1,0,0,0,0,0,1,0,Unspecified,,,1
778195,16-25,female,0-9y,poverty,0.269076355,1,before 2015,0,0,10238,17000,0,0,0,1,Sedan,40.757523,-73.82914,"(40.757523, -73.82914)",41 ROAD,MAIN STREET,,1,0,0,0,0,0,1,0,Passing or Lane Usage Improper,,,1
939389,40-64,female,20-29y,upper class,0.642173425,1,after 2015,1,1,92101,10000,1,0,0,0,Sedan,40.6767,-73.795,"(40.6767, -73.795)",120 AVENUE,145 STREET,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,,,1
503387,26-39,male,10-19y,middle class,0.385094267,0,before 2015,0,0,10238,,1,0,1,0,Sedan,40.736996,-73.998146,"(40.736996, -73.998146)",,,118       WEST 13 STREET,0,0,0,0,0,0,0,0,Alcohol Involvement,,,1
834282,26-39,male,10-19y,working class,0.459238002,0,before 2015,0,0,10238,14000,1,0,1,1,Station Wagon/Sport Utility Vehicle,40.785732,-73.97645,"(40.785732, -73.97645)",AMSTERDAM AVENUE,,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,1
981793,40-64,male,20-29y,upper class,0.712479022,1,after 2015,0,1,10238,9000,2,1,5,0,Sedan,40.670124,-73.95528,"(40.670124, -73.95528)",EASTERN PARKWAY,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,1
473208,40-64,male,20-29y,upper class,0.827209602,1,before 2015,1,1,32765,9000,8,1,2,0,Sedan,40.67398,-73.899315,"(40.67398, -73.899315)",LIBERTY AVENUE,ALABAMA AVENUE,,2,0,0,0,0,0,2,0,Traffic Control Disregarded,,,1
670181,40-64,female,0-9y,upper class,0.588528674,1,after 2015,0,1,10238,10000,0,0,0,0,Pick-up Truck,40.74938,-73.88789,"(40.74938, -73.88789)",,,78-09     37 AVENUE,1,0,0,0,0,0,1,0,Unspecified,,,1
53039,26-39,female,10-19y,upper class,0.416687976,0,after 2015,0,0,32765,,1,0,0,1,Sedan,40.650642,-73.909805,"(40.650642, -73.909805)",,,777       EAST 96 STREET,0,0,0,0,0,0,0,0,Unspecified,,,1
417941,16-25,female,0-9y,poverty,0.32598902,0,before 2015,0,0,10238,8000,0,0,0,1,Tractor Truck Diesel,40.653805,-73.93061,"(40.653805, -73.93061)",LINDEN BOULEVARD,UTICA AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,,,1
858084,40-64,male,20-29y,upper class,0.440371178,1,after 2015,1,1,10238,9000,5,0,5,0,Station Wagon/Sport Utility Vehicle,,,,,,600       EAST 125 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,1
809704,16-25,male,0-9y,poverty,0.526486258,0,before 2015,0,0,32765,14000,0,0,0,1,Sedan,40.601948,-73.99382,"(40.601948, -73.99382)",86 STREET,,,1,0,1,0,0,0,0,0,Unspecified,,,1
771717,65+,male,30y+,upper class,0.520543721,1,before 2015,1,1,10238,12000,5,0,5,0,Station Wagon/Sport Utility Vehicle,40.832817,-73.867546,"(40.832817, -73.867546)",EAST 172 STREET,SAINT LAWRENCE AVENUE,,0,0,0,0,0,0,0,0,Passing Too Closely,,,1
135166,26-39,male,10-19y,upper class,0.723245028,0,after 2015,0,1,10238,12000,0,1,1,0,Sedan,40.7007,-73.83805,"(40.7007, -73.83805)",MYRTLE AVENUE,112 STREET,,0,0,0,0,0,0,0,0,Turning Improperly,,,1
460721,65+,male,0-9y,upper class,0.591839906,1,before 2015,1,1,10238,12000,0,0,0,0,Sedan,40.76213,-73.7295,"(40.76213, -73.7295)",LONG ISLAND EXPRESSWAY,,,0,0,0,0,0,0,0,0,Unspecified,,,1
965356,65+,male,30y+,upper class,0.532077973,1,after 2015,1,1,10238,10000,4,1,2,0,Taxi,40.631004,-73.88774,"(40.631004, -73.88774)",,,9522      SCHENCK STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,1
7967,40-64,male,20-29y,working class,0.324743831,1,before 2015,1,1,10238,10000,4,0,3,0,Station Wagon/Sport Utility Vehicle,40.846733,-73.90649,"(40.846733, -73.90649)",MONROE AVENUE,EAST 175 STREET,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,,,1
730017,26-39,female,10-19y,poverty,0.307021812,0,before 2015,1,1,10238,9000,1,0,0,0,Sedan,40.609535,-73.75372,"(40.609535, -73.75372)",HASSOCK STREET,,,0,0,0,0,0,0,0,0,Driver Inexperience,,,1
815396,40-64,male,20-29y,upper class,0.592426314,1,before 2015,0,1,10238,12000,6,1,7,0,Sedan,,,,59 street bridge,crescent street,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,1
752125,65+,male,30y+,upper class,0.688515889,1,after 2015,1,1,10238,12000,7,0,5,0,Station Wagon/Sport Utility Vehicle,40.636818,-73.89715,"(40.636818, -73.89715)",,,1423      EAST 94 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,1
625980,40-64,female,20-29y,middle class,0.615365261,1,after 2015,0,0,21217,17000,0,0,0,1,Station Wagon/Sport Utility Vehicle,40.671932,-73.85165,"(40.671932, -73.85165)",NORTH CONDUIT AVENUE,84 STREET,,0,0,0,0,0,0,0,0,Following Too Closely,,,1
122800,16-25,female,0-9y,poverty,0.342238916,0,before 2015,0,1,10238,12000,0,0,0,1,Sedan,40.758995,-73.87459,"(40.758995, -73.87459)",JACKSON MILL ROAD,94 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,1
151717,16-25,male,0-9y,poverty,0.247335922,1,before 2015,1,1,10238,9000,0,0,0,1,Sedan,40.69728,-73.84733,"(40.69728, -73.84733)",85 ROAD,101 STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,,,1
316960,40-64,female,20-29y,upper class,0.621845827,0,after 2015,0,1,10238,15000,0,0,0,0,Sedan,40.847855,-73.937904,"(40.847855, -73.937904)",,,4180      BROADWAY,0,0,0,0,0,0,0,0,Unspecified,,,1
463625,40-64,female,20-29y,working class,,1,before 2015,0,0,10238,19000,1,0,1,0,Station Wagon/Sport Utility Vehicle,40.751637,-73.90985,"(40.751637, -73.90985)",WOODSIDE AVENUE,37 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,1
586621,65+,female,10-19y,middle class,0.47039982,1,before 2015,1,1,32765,8000,4,0,0,0,Sedan,,,,QUEENSBORO BRIDGE OUTER,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,1
194478,26-39,female,0-9y,working class,,0,before 2015,0,1,10238,13000,0,0,0,1,Garbage or Refuse,40.748158,-73.97033,"(40.748158, -73.97033)",,,EAST 41 STREET,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,,,1
223064,26-39,male,10-19y,upper class,0.71991879,1,after 2015,1,1,10238,11000,0,0,3,0,Sedan,40.691612,-73.93976,"(40.691612, -73.93976)",,,193       MARCUS GARVEY BOULEVARD,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,1
246328,26-39,female,0-9y,working class,0.417467705,1,before 2015,1,0,10238,9000,0,0,0,0,Station Wagon/Sport Utility Vehicle,40.808163,-73.92653,"(40.808163, -73.92653)",EAST 135 STREET,ALEXANDER AVENUE,,2,0,0,0,0,0,2,0,Unsafe Speed,,,1
411201,26-39,male,0-9y,working class,,1,before 2015,1,1,10238,,0,0,0,1,Sedan,40.760742,-73.974655,"(40.760742, -73.974655)",,,13        EAST 54 STREET,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,,,1
928068,65+,male,30y+,upper class,0.636268271,1,after 2015,1,1,32765,,9,0,2,0,Station Wagon/Sport Utility Vehicle,40.64336,-73.954575,"(40.64336, -73.954575)",,,2471      BEDFORD AVENUE,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,,,1
908772,26-39,male,10-19y,middle class,0.514259057,1,before 2015,0,0,10238,12000,1,0,0,1,Sedan,40.765675,-73.97624,"(40.765675, -73.97624)",CENTRAL PARK SOUTH,AVENUE OF THE AMERICAS,,2,0,0,0,0,0,2,0,Unspecified,,,1
280990,65+,male,30y+,upper class,0.636166501,1,after 2015,1,1,10238,14000,6,0,3,0,Scooter,,,,10 AVENUE,WEST 33 STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,,,1
162129,16-25,male,0-9y,working class,0.542327881,0,before 2015,0,0,32765,14000,0,0,0,1,,40.82814,-73.8953,"(40.82814, -73.8953)",EAST 169 STREET,INTERVALE AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,,,1
656450,16-25,female,0-9y,poverty,0.478493652,1,after 2015,0,1,10238,16000,0,0,0,0,Sedan,,,,NOSTRAND AVENUE,CAMPUS ROAD,,0,1,0,1,0,0,0,0,,,,1
